Category,Transcript,Call_ID,Customer_Satisfaction_Rating
Billing Issues,Why am I being charged twice for the same procedure?,834606,3
Billing Issues,"My insurance says they've paid, but you're billing me again.",240779,4
Billing Issues,Why wasn't I informed about these charges beforehand?,713448,1
Billing Issues,Why am I being charged twice for the same procedure?,530192,5
Billing Issues,There's an incorrect charge on my statement.,137609,1
Billing Issues,Why does resolving billing issues take so long?,831212,5
Billing Issues,"My insurance says they've paid, but you're billing me again.",621456,2
Billing Issues,Your billing department isn't responding to my calls.,142929,5
Billing Issues,I've been incorrectly billed for services I didn't receive.,705133,1
Billing Issues,"My insurance says they've paid, but you're billing me again.",557230,2
Billing Issues,I'm still receiving bills even though I already paid.,407236,4
Billing Issues,Why am I being charged twice for the same procedure?,783546,1
Billing Issues,I'm still receiving bills even though I already paid.,763531,3
Billing Issues,Can someone explain these extra fees on my bill?,284386,3
Billing Issues,Why am I being charged twice for the same procedure?,218458,1
Billing Issues,"My insurance says they've paid, but you're billing me again.",325335,1
Billing Issues,Why wasn't I informed about these charges beforehand?,482124,4
Billing Issues,I've been incorrectly billed for services I didn't receive.,885817,3
Billing Issues,There's an incorrect charge on my statement.,307554,2
Billing Issues,"My insurance says they've paid, but you're billing me again.",608937,1
Billing Issues,I don't understand this bill; it's not clear at all.,858882,1
Billing Issues,Why wasn't I informed about these charges beforehand?,153032,1
Billing Issues,I've been incorrectly billed for services I didn't receive.,542043,1
Billing Issues,Why wasn't I informed about these charges beforehand?,987154,2
Billing Issues,I don't understand this bill; it's not clear at all.,601757,5
Billing Issues,I'm still receiving bills even though I already paid.,663686,4
Billing Issues,Why does resolving billing issues take so long?,907174,2
Billing Issues,Can someone explain these extra fees on my bill?,875003,2
Billing Issues,I've been incorrectly billed for services I didn't receive.,405385,1
Billing Issues,There's an incorrect charge on my statement.,919267,2
Billing Issues,Why wasn't I informed about these charges beforehand?,593990,2
Billing Issues,"My insurance says they've paid, but you're billing me again.",178415,1
Billing Issues,Why am I being charged twice for the same procedure?,348285,4
Billing Issues,Why does resolving billing issues take so long?,517882,1
Billing Issues,I'm still receiving bills even though I already paid.,518947,1
Billing Issues,I don't understand this bill; it's not clear at all.,123108,1
Billing Issues,Can someone explain these extra fees on my bill?,343547,3
Billing Issues,Why wasn't I informed about these charges beforehand?,210978,4
Billing Issues,Can someone explain these extra fees on my bill?,828363,2
Billing Issues,"My insurance says they've paid, but you're billing me again.",687706,5
Billing Issues,I've been incorrectly billed for services I didn't receive.,370650,5
Billing Issues,I've been incorrectly billed for services I didn't receive.,348044,4
Billing Issues,Why does resolving billing issues take so long?,970420,2
Billing Issues,Your billing department isn't responding to my calls.,425769,1
Billing Issues,I'm still receiving bills even though I already paid.,929019,1
Billing Issues,There's an incorrect charge on my statement.,298743,5
Billing Issues,I've been incorrectly billed for services I didn't receive.,421754,2
Billing Issues,I'm still receiving bills even though I already paid.,616492,3
Billing Issues,Your billing department isn't responding to my calls.,327633,1
Billing Issues,Can someone explain these extra fees on my bill?,926602,4
Billing Issues,Why am I being charged twice for the same procedure?,635390,1
Billing Issues,Why am I being charged twice for the same procedure?,668155,5
Billing Issues,There's an incorrect charge on my statement.,907833,4
Billing Issues,Your billing department isn't responding to my calls.,169211,3
Billing Issues,There's an incorrect charge on my statement.,773074,3
Billing Issues,Why am I being charged twice for the same procedure?,849703,5
Rude or Unprofessional Staff,I received sarcastic responses when asking for help.,576321,3
Rude or Unprofessional Staff,Why are your employees so impolite?,517457,2
Rude or Unprofessional Staff,Why are your employees so impolite?,948787,2
Rude or Unprofessional Staff,The doctor didn't even greet me properly.,787785,1
Rude or Unprofessional Staff,The doctor didn't even greet me properly.,355592,3
Rude or Unprofessional Staff,Your staff was extremely unprofessional during my last visit.,962278,2
Rude or Unprofessional Staff,The receptionist was very rude to me this morning.,606801,1
Rude or Unprofessional Staff,Your staff was extremely unprofessional during my last visit.,696823,3
Rude or Unprofessional Staff,The receptionist was very rude to me this morning.,656398,1
Rude or Unprofessional Staff,Why are your employees so impolite?,586548,1
Rude or Unprofessional Staff,Why are your employees so impolite?,778090,5
Rude or Unprofessional Staff,The receptionist was very rude to me this morning.,484350,1
Rude or Unprofessional Staff,The doctor didn't even greet me properly.,111202,4
Rude or Unprofessional Staff,The receptionist was very rude to me this morning.,396888,1
Rude or Unprofessional Staff,The receptionist was very rude to me this morning.,829793,5
Rude or Unprofessional Staff,Your staff was extremely unprofessional during my last visit.,728590,1
Rude or Unprofessional Staff,Your staff was extremely unprofessional during my last visit.,242953,5
Rude or Unprofessional Staff,Staff ignored my requests repeatedly.,401756,3
Rude or Unprofessional Staff,I overheard staff gossiping about patients.,429340,5
Rude or Unprofessional Staff,Why are your employees so impolite?,183423,4
Rude or Unprofessional Staff,Your staff was extremely unprofessional during my last visit.,173171,3
Rude or Unprofessional Staff,The doctor didn't even greet me properly.,258660,4
Rude or Unprofessional Staff,No one seems to care about treating patients kindly here.,652300,4
Rude or Unprofessional Staff,I overheard staff gossiping about patients.,221604,1
Rude or Unprofessional Staff,I received sarcastic responses when asking for help.,650549,3
Rude or Unprofessional Staff,Why are your employees so impolite?,149968,1
Rude or Unprofessional Staff,I overheard staff gossiping about patients.,570419,1
Rude or Unprofessional Staff,Your staff was extremely unprofessional during my last visit.,195775,1
Rude or Unprofessional Staff,The doctor didn't even greet me properly.,549201,1
Rude or Unprofessional Staff,Your staff was extremely unprofessional during my last visit.,233018,5
Rude or Unprofessional Staff,The doctor didn't even greet me properly.,196318,4
Rude or Unprofessional Staff,Your staff was extremely unprofessional during my last visit.,621388,3
Rude or Unprofessional Staff,The doctor didn't even greet me properly.,870359,4
Rude or Unprofessional Staff,I received sarcastic responses when asking for help.,780278,1
Rude or Unprofessional Staff,Why are your employees so impolite?,252675,2
Rude or Unprofessional Staff,I felt disrespected by the nurse's attitude.,338876,1
Rude or Unprofessional Staff,The doctor didn't even greet me properly.,364424,5
Rude or Unprofessional Staff,The receptionist was very rude to me this morning.,407903,1
Rude or Unprofessional Staff,Your staff was extremely unprofessional during my last visit.,301880,1
Rude or Unprofessional Staff,I overheard staff gossiping about patients.,341252,4
Rude or Unprofessional Staff,I received sarcastic responses when asking for help.,887365,4
Rude or Unprofessional Staff,I felt disrespected by the nurse's attitude.,517785,1
Rude or Unprofessional Staff,I felt disrespected by the nurse's attitude.,770977,2
Rude or Unprofessional Staff,I felt disrespected by the nurse's attitude.,961176,3
Rude or Unprofessional Staff,I overheard staff gossiping about patients.,395761,2
Rude or Unprofessional Staff,I overheard staff gossiping about patients.,840920,4
Rude or Unprofessional Staff,I felt disrespected by the nurse's attitude.,176805,5
Rude or Unprofessional Staff,The technician was dismissive and impatient.,423976,5
Rude or Unprofessional Staff,Staff ignored my requests repeatedly.,919936,1
Rude or Unprofessional Staff,I felt disrespected by the nurse's attitude.,709046,5
Rude or Unprofessional Staff,Staff ignored my requests repeatedly.,258464,5
Rude or Unprofessional Staff,Staff ignored my requests repeatedly.,985326,2
Rude or Unprofessional Staff,The receptionist was very rude to me this morning.,792985,4
Rude or Unprofessional Staff,No one seems to care about treating patients kindly here.,143986,2
Rude or Unprofessional Staff,The technician was dismissive and impatient.,726473,4
Rude or Unprofessional Staff,I overheard staff gossiping about patients.,531675,2
Rude or Unprofessional Staff,I received sarcastic responses when asking for help.,309580,5
Rude or Unprofessional Staff,Your staff was extremely unprofessional during my last visit.,196652,3
Rude or Unprofessional Staff,No one seems to care about treating patients kindly here.,931128,4
Rude or Unprofessional Staff,I felt disrespected by the nurse's attitude.,497823,5
Rude or Unprofessional Staff,The technician was dismissive and impatient.,812647,5
Rude or Unprofessional Staff,I received sarcastic responses when asking for help.,995865,4
Rude or Unprofessional Staff,The technician was dismissive and impatient.,273517,1
Rude or Unprofessional Staff,I felt disrespected by the nurse's attitude.,149751,1
Rude or Unprofessional Staff,Your staff was extremely unprofessional during my last visit.,294634,3
Rude or Unprofessional Staff,I felt disrespected by the nurse's attitude.,372418,2
Rude or Unprofessional Staff,I felt disrespected by the nurse's attitude.,852490,5
Rude or Unprofessional Staff,I felt disrespected by the nurse's attitude.,829091,3
Rude or Unprofessional Staff,The doctor didn't even greet me properly.,750733,5
Rude or Unprofessional Staff,Your staff was extremely unprofessional during my last visit.,737571,2
Rude or Unprofessional Staff,The doctor didn't even greet me properly.,664010,2
Rude or Unprofessional Staff,The technician was dismissive and impatient.,386845,3
Rude or Unprofessional Staff,I felt disrespected by the nurse's attitude.,711023,2
Rude or Unprofessional Staff,The receptionist was very rude to me this morning.,188193,2
Rude or Unprofessional Staff,I received sarcastic responses when asking for help.,566832,1
Rude or Unprofessional Staff,The technician was dismissive and impatient.,487303,5
Rude or Unprofessional Staff,I overheard staff gossiping about patients.,333162,5
Rude or Unprofessional Staff,Staff ignored my requests repeatedly.,265370,1
Rude or Unprofessional Staff,Why are your employees so impolite?,567093,3
Rude or Unprofessional Staff,Your staff was extremely unprofessional during my last visit.,957465,2
Rude or Unprofessional Staff,The technician was dismissive and impatient.,862074,5
Rude or Unprofessional Staff,The technician was dismissive and impatient.,356611,4
Rude or Unprofessional Staff,No one seems to care about treating patients kindly here.,441057,5
Rude or Unprofessional Staff,The technician was dismissive and impatient.,130860,5
Rude or Unprofessional Staff,Your staff was extremely unprofessional during my last visit.,136914,5
Rude or Unprofessional Staff,I received sarcastic responses when asking for help.,506807,5
Rude or Unprofessional Staff,I overheard staff gossiping about patients.,153569,4
Rude or Unprofessional Staff,I overheard staff gossiping about patients.,841209,3
Rude or Unprofessional Staff,The technician was dismissive and impatient.,518965,3
Rude or Unprofessional Staff,I received sarcastic responses when asking for help.,807798,2
Rude or Unprofessional Staff,No one seems to care about treating patients kindly here.,919112,4
Rude or Unprofessional Staff,Why are your employees so impolite?,595078,1
Rude or Unprofessional Staff,Why are your employees so impolite?,461084,2
Rude or Unprofessional Staff,Why are your employees so impolite?,149127,2
Rude or Unprofessional Staff,I felt disrespected by the nurse's attitude.,184799,5
Rude or Unprofessional Staff,No one seems to care about treating patients kindly here.,413267,2
Rude or Unprofessional Staff,The receptionist was very rude to me this morning.,553541,4
Rude or Unprofessional Staff,The technician was dismissive and impatient.,450734,4
Rude or Unprofessional Staff,I overheard staff gossiping about patients.,647701,1
Rude or Unprofessional Staff,Why are your employees so impolite?,147342,5
Rude or Unprofessional Staff,The receptionist was very rude to me this morning.,102296,4
Rude or Unprofessional Staff,I overheard staff gossiping about patients.,172091,4
Rude or Unprofessional Staff,I received sarcastic responses when asking for help.,877302,3
Rude or Unprofessional Staff,I felt disrespected by the nurse's attitude.,344052,1
Rude or Unprofessional Staff,I received sarcastic responses when asking for help.,675276,4
Rude or Unprofessional Staff,The receptionist was very rude to me this morning.,932198,2
Rude or Unprofessional Staff,I overheard staff gossiping about patients.,154360,4
Rude or Unprofessional Staff,I overheard staff gossiping about patients.,567424,1
Rude or Unprofessional Staff,Why are your employees so impolite?,785868,3
Rude or Unprofessional Staff,The doctor didn't even greet me properly.,948075,1
Rude or Unprofessional Staff,The receptionist was very rude to me this morning.,698686,4
Rude or Unprofessional Staff,I overheard staff gossiping about patients.,336985,2
Rude or Unprofessional Staff,I received sarcastic responses when asking for help.,883772,2
Rude or Unprofessional Staff,Staff ignored my requests repeatedly.,897025,1
Rude or Unprofessional Staff,I felt disrespected by the nurse's attitude.,151537,2
Rude or Unprofessional Staff,Why are your employees so impolite?,361259,3
Rude or Unprofessional Staff,Your staff was extremely unprofessional during my last visit.,280252,4
Rude or Unprofessional Staff,Your staff was extremely unprofessional during my last visit.,854949,4
Rude or Unprofessional Staff,No one seems to care about treating patients kindly here.,986464,2
Rude or Unprofessional Staff,No one seems to care about treating patients kindly here.,330969,5
Rude or Unprofessional Staff,I received sarcastic responses when asking for help.,499275,3
Rude or Unprofessional Staff,I felt disrespected by the nurse's attitude.,653971,2
Rude or Unprofessional Staff,I received sarcastic responses when asking for help.,976842,2
Rude or Unprofessional Staff,The technician was dismissive and impatient.,301136,5
Rude or Unprofessional Staff,Your staff was extremely unprofessional during my last visit.,414216,1
Rude or Unprofessional Staff,I overheard staff gossiping about patients.,983167,3
Rude or Unprofessional Staff,I overheard staff gossiping about patients.,799070,1
Rude or Unprofessional Staff,I received sarcastic responses when asking for help.,707294,2
Rude or Unprofessional Staff,The technician was dismissive and impatient.,949582,2
Rude or Unprofessional Staff,I overheard staff gossiping about patients.,181507,4
Rude or Unprofessional Staff,Why are your employees so impolite?,584241,1
Rude or Unprofessional Staff,No one seems to care about treating patients kindly here.,592313,2
Rude or Unprofessional Staff,I received sarcastic responses when asking for help.,266530,2
Rude or Unprofessional Staff,Staff ignored my requests repeatedly.,792583,5
Rude or Unprofessional Staff,I received sarcastic responses when asking for help.,452267,4
Rude or Unprofessional Staff,The receptionist was very rude to me this morning.,524089,2
Rude or Unprofessional Staff,I overheard staff gossiping about patients.,602946,5
Rude or Unprofessional Staff,The receptionist was very rude to me this morning.,391105,4
Rude or Unprofessional Staff,No one seems to care about treating patients kindly here.,832028,1
Rude or Unprofessional Staff,Your staff was extremely unprofessional during my last visit.,229494,3
Rude or Unprofessional Staff,The technician was dismissive and impatient.,209973,1
Rude or Unprofessional Staff,Your staff was extremely unprofessional during my last visit.,278666,3
Rude or Unprofessional Staff,Your staff was extremely unprofessional during my last visit.,416316,1
Rude or Unprofessional Staff,I felt disrespected by the nurse's attitude.,809710,2
Rude or Unprofessional Staff,No one seems to care about treating patients kindly here.,800079,3
Rude or Unprofessional Staff,Staff ignored my requests repeatedly.,315523,4
Rude or Unprofessional Staff,Staff ignored my requests repeatedly.,392668,1
Rude or Unprofessional Staff,No one seems to care about treating patients kindly here.,218118,3
Rude or Unprofessional Staff,The doctor didn't even greet me properly.,592851,1
Rude or Unprofessional Staff,I overheard staff gossiping about patients.,262090,3
Rude or Unprofessional Staff,Why are your employees so impolite?,480212,5
Rude or Unprofessional Staff,I felt disrespected by the nurse's attitude.,381037,4
Rude or Unprofessional Staff,Why are your employees so impolite?,442234,4
Rude or Unprofessional Staff,The technician was dismissive and impatient.,445914,2
Rude or Unprofessional Staff,I felt disrespected by the nurse's attitude.,957987,2
Rude or Unprofessional Staff,Staff ignored my requests repeatedly.,317051,1
Rude or Unprofessional Staff,The technician was dismissive and impatient.,210214,4
Rude or Unprofessional Staff,The receptionist was very rude to me this morning.,791434,2
Rude or Unprofessional Staff,The doctor didn't even greet me properly.,668832,2
Rude or Unprofessional Staff,No one seems to care about treating patients kindly here.,724775,5
Rude or Unprofessional Staff,The receptionist was very rude to me this morning.,144195,2
Rude or Unprofessional Staff,The doctor didn't even greet me properly.,753728,4
Rude or Unprofessional Staff,I received sarcastic responses when asking for help.,489506,5
Rude or Unprofessional Staff,No one seems to care about treating patients kindly here.,953081,3
Rude or Unprofessional Staff,The receptionist was very rude to me this morning.,847852,2
Rude or Unprofessional Staff,I overheard staff gossiping about patients.,551210,2
Feeling Unheard,Why didn't anyone address the concerns I mentioned?,116979,3
Feeling Unheard,My doctor dismissed my concerns outright.,391861,3
Feeling Unheard,My doctor dismissed my concerns outright.,956707,1
Feeling Unheard,Why won't my doctor take my condition seriously?,958465,2
Feeling Unheard,It seems like no one listens to me at this clinic.,332251,1
Feeling Unheard,My complaints have consistently been overlooked.,423283,4
Feeling Unheard,Is anyone actually listening to patients here?,381466,4
Feeling Unheard,Why didn't anyone address the concerns I mentioned?,102083,3
Feeling Unheard,My doctor dismissed my concerns outright.,385220,3
Feeling Unheard,My health worries are not being taken seriously.,310570,1
Feeling Unheard,It seems like no one listens to me at this clinic.,894233,3
Feeling Unheard,Why won't my doctor take my condition seriously?,316183,5
Feeling Unheard,My doctor dismissed my concerns outright.,825827,1
Feeling Unheard,Why won't my doctor take my condition seriously?,456867,2
Feeling Unheard,"I had to repeat myself multiple times, and still nothing changed.",282767,5
Feeling Unheard,Why won't my doctor take my condition seriously?,302747,1
Feeling Unheard,My complaints have consistently been overlooked.,127796,4
Feeling Unheard,Why didn't anyone address the concerns I mentioned?,105921,5
Feeling Unheard,My health worries are not being taken seriously.,363245,4
Feeling Unheard,My health worries are not being taken seriously.,445150,2
Feeling Unheard,Is anyone actually listening to patients here?,796941,2
Feeling Unheard,Is anyone actually listening to patients here?,319391,2
Feeling Unheard,Why won't my doctor take my condition seriously?,606462,3
Feeling Unheard,"I keep explaining my issue, but it's like I'm talking to myself.",580908,3
Feeling Unheard,Is anyone actually listening to patients here?,872578,5
Feeling Unheard,It seems like no one listens to me at this clinic.,610945,4
Feeling Unheard,Why didn't anyone address the concerns I mentioned?,845349,4
Feeling Unheard,I told the doctor my symptoms but felt completely ignored.,405074,3
Feeling Unheard,"I keep explaining my issue, but it's like I'm talking to myself.",836396,1
Feeling Unheard,I told the doctor my symptoms but felt completely ignored.,654207,3
Feeling Unheard,Why won't my doctor take my condition seriously?,733964,2
Feeling Unheard,My health worries are not being taken seriously.,310181,3
Feeling Unheard,It seems like no one listens to me at this clinic.,427819,1
Feeling Unheard,Is anyone actually listening to patients here?,929631,3
Feeling Unheard,I told the doctor my symptoms but felt completely ignored.,860277,2
Feeling Unheard,"I had to repeat myself multiple times, and still nothing changed.",363342,5
Feeling Unheard,Why won't my doctor take my condition seriously?,499151,3
Feeling Unheard,Why won't my doctor take my condition seriously?,343504,4
Feeling Unheard,My health worries are not being taken seriously.,616969,4
Feeling Unheard,I told the doctor my symptoms but felt completely ignored.,712978,5
Feeling Unheard,Why didn't anyone address the concerns I mentioned?,239324,3
Feeling Unheard,Why didn't anyone address the concerns I mentioned?,145425,2
Feeling Unheard,My health worries are not being taken seriously.,128164,5
Feeling Unheard,"I had to repeat myself multiple times, and still nothing changed.",918019,3
Feeling Unheard,Why didn't anyone address the concerns I mentioned?,908816,4
Feeling Unheard,My doctor dismissed my concerns outright.,986651,4
Feeling Unheard,"I had to repeat myself multiple times, and still nothing changed.",590423,1
Feeling Unheard,"I had to repeat myself multiple times, and still nothing changed.",627935,1
Feeling Unheard,My health worries are not being taken seriously.,539739,2
Feeling Unheard,My complaints have consistently been overlooked.,666167,4
Feeling Unheard,My doctor dismissed my concerns outright.,331949,1
Feeling Unheard,Why won't my doctor take my condition seriously?,374670,3
Feeling Unheard,My health worries are not being taken seriously.,807938,3
Feeling Unheard,My complaints have consistently been overlooked.,679291,3
Feeling Unheard,"I keep explaining my issue, but it's like I'm talking to myself.",223064,5
Feeling Unheard,My complaints have consistently been overlooked.,794594,2
Feeling Unheard,"I keep explaining my issue, but it's like I'm talking to myself.",341517,4
Feeling Unheard,"I keep explaining my issue, but it's like I'm talking to myself.",571187,1
Feeling Unheard,It seems like no one listens to me at this clinic.,684923,2
Feeling Unheard,"I keep explaining my issue, but it's like I'm talking to myself.",853204,3
Feeling Unheard,Why won't my doctor take my condition seriously?,722294,4
Feeling Unheard,My health worries are not being taken seriously.,799871,2
Feeling Unheard,It seems like no one listens to me at this clinic.,444928,5
Feeling Unheard,My complaints have consistently been overlooked.,794430,5
Feeling Unheard,"I had to repeat myself multiple times, and still nothing changed.",708345,2
Feeling Unheard,I told the doctor my symptoms but felt completely ignored.,553883,4
Feeling Unheard,My health worries are not being taken seriously.,378340,2
Feeling Unheard,It seems like no one listens to me at this clinic.,481710,3
Feeling Unheard,"I had to repeat myself multiple times, and still nothing changed.",245298,2
Feeling Unheard,Why won't my doctor take my condition seriously?,452238,5
Feeling Unheard,Why didn't anyone address the concerns I mentioned?,352588,5
Feeling Unheard,Why won't my doctor take my condition seriously?,539324,1
Feeling Unheard,I told the doctor my symptoms but felt completely ignored.,546434,2
Feeling Unheard,"I had to repeat myself multiple times, and still nothing changed.",947002,5
Feeling Unheard,It seems like no one listens to me at this clinic.,355255,1
Feeling Unheard,Why didn't anyone address the concerns I mentioned?,368864,3
Feeling Unheard,Is anyone actually listening to patients here?,667214,1
Feeling Unheard,Why didn't anyone address the concerns I mentioned?,993576,2
Feeling Unheard,My doctor dismissed my concerns outright.,466114,4
Feeling Unheard,"I keep explaining my issue, but it's like I'm talking to myself.",317598,5
Feeling Unheard,My health worries are not being taken seriously.,749072,1
Feeling Unheard,My complaints have consistently been overlooked.,850008,5
Feeling Unheard,It seems like no one listens to me at this clinic.,534929,3
Feeling Unheard,It seems like no one listens to me at this clinic.,285734,1
Feeling Unheard,"I keep explaining my issue, but it's like I'm talking to myself.",229433,4
Feeling Unheard,Why won't my doctor take my condition seriously?,287284,3
Feeling Unheard,"I keep explaining my issue, but it's like I'm talking to myself.",490051,2
Feeling Unheard,"I had to repeat myself multiple times, and still nothing changed.",423378,3
Feeling Unheard,I told the doctor my symptoms but felt completely ignored.,641344,1
Feeling Unheard,My doctor dismissed my concerns outright.,811030,1
Feeling Unheard,My doctor dismissed my concerns outright.,465800,5
Feeling Unheard,"I keep explaining my issue, but it's like I'm talking to myself.",225133,5
Feeling Unheard,My complaints have consistently been overlooked.,783863,1
Feeling Unheard,"I keep explaining my issue, but it's like I'm talking to myself.",964036,3
Feeling Unheard,My health worries are not being taken seriously.,692978,4
Feeling Unheard,Why won't my doctor take my condition seriously?,496818,2
Feeling Unheard,My doctor dismissed my concerns outright.,424552,5
Feeling Unheard,My doctor dismissed my concerns outright.,651267,2
Feeling Unheard,I told the doctor my symptoms but felt completely ignored.,779295,2
Feeling Unheard,Why didn't anyone address the concerns I mentioned?,415689,3
Feeling Unheard,It seems like no one listens to me at this clinic.,275362,3
Feeling Unheard,Why won't my doctor take my condition seriously?,385936,5
Feeling Unheard,I told the doctor my symptoms but felt completely ignored.,595699,3
Feeling Unheard,Why didn't anyone address the concerns I mentioned?,611045,4
Feeling Unheard,My doctor dismissed my concerns outright.,393519,2
Feeling Unheard,"I had to repeat myself multiple times, and still nothing changed.",890515,2
Feeling Unheard,"I keep explaining my issue, but it's like I'm talking to myself.",570378,2
Feeling Unheard,I told the doctor my symptoms but felt completely ignored.,832326,3
Feeling Unheard,"I had to repeat myself multiple times, and still nothing changed.",516186,1
Feeling Unheard,My health worries are not being taken seriously.,638098,5
Feeling Unheard,My doctor dismissed my concerns outright.,603492,5
Feeling Unheard,It seems like no one listens to me at this clinic.,417903,2
Feeling Unheard,"I keep explaining my issue, but it's like I'm talking to myself.",378407,3
Feeling Unheard,My health worries are not being taken seriously.,400484,5
Feeling Unheard,My complaints have consistently been overlooked.,928858,3
Feeling Unheard,"I keep explaining my issue, but it's like I'm talking to myself.",135089,3
Feeling Unheard,My complaints have consistently been overlooked.,821839,3
Feeling Unheard,My doctor dismissed my concerns outright.,756250,2
Feeling Unheard,It seems like no one listens to me at this clinic.,371096,3
Feeling Unheard,Why didn't anyone address the concerns I mentioned?,534409,1
Feeling Unheard,My health worries are not being taken seriously.,220265,3
Feeling Unheard,My doctor dismissed my concerns outright.,988609,4
Feeling Unheard,"I had to repeat myself multiple times, and still nothing changed.",861999,1
Feeling Unheard,My complaints have consistently been overlooked.,713902,2
Feeling Unheard,"I had to repeat myself multiple times, and still nothing changed.",624880,4
Feeling Unheard,Why didn't anyone address the concerns I mentioned?,254466,5
Feeling Unheard,My doctor dismissed my concerns outright.,766374,4
Feeling Unheard,"I keep explaining my issue, but it's like I'm talking to myself.",926770,2
Feeling Unheard,"I had to repeat myself multiple times, and still nothing changed.",847289,3
Feeling Unheard,Why didn't anyone address the concerns I mentioned?,114846,1
Feeling Unheard,"I had to repeat myself multiple times, and still nothing changed.",866738,1
Feeling Unheard,Why won't my doctor take my condition seriously?,768335,2
Feeling Unheard,My doctor dismissed my concerns outright.,332302,5
Feeling Unheard,It seems like no one listens to me at this clinic.,681968,5
Feeling Unheard,My complaints have consistently been overlooked.,929173,5
Feeling Unheard,I told the doctor my symptoms but felt completely ignored.,639035,3
Feeling Unheard,My complaints have consistently been overlooked.,173251,5
Feeling Unheard,My complaints have consistently been overlooked.,903924,2
Feeling Unheard,"I keep explaining my issue, but it's like I'm talking to myself.",388133,3
Feeling Unheard,Why won't my doctor take my condition seriously?,134741,2
Feeling Unheard,I told the doctor my symptoms but felt completely ignored.,226553,4
Feeling Unheard,My complaints have consistently been overlooked.,980134,1
Feeling Unheard,It seems like no one listens to me at this clinic.,223461,4
Feeling Unheard,Why won't my doctor take my condition seriously?,841790,5
Feeling Unheard,Is anyone actually listening to patients here?,334478,2
Feeling Unheard,My doctor dismissed my concerns outright.,627043,4
Feeling Unheard,Is anyone actually listening to patients here?,506844,1
Feeling Unheard,"I had to repeat myself multiple times, and still nothing changed.",988251,3
Feeling Unheard,"I keep explaining my issue, but it's like I'm talking to myself.",898507,4
Feeling Unheard,My complaints have consistently been overlooked.,900253,5
Feeling Unheard,"I had to repeat myself multiple times, and still nothing changed.",842481,3
Feeling Unheard,"I had to repeat myself multiple times, and still nothing changed.",578186,1
Feeling Unheard,My health worries are not being taken seriously.,489668,5
Feeling Unheard,My health worries are not being taken seriously.,889399,1
Feeling Unheard,It seems like no one listens to me at this clinic.,642663,4
Feeling Unheard,Is anyone actually listening to patients here?,110610,4
Feeling Unheard,My doctor dismissed my concerns outright.,420410,5
Feeling Unheard,My doctor dismissed my concerns outright.,427584,1
Feeling Unheard,I told the doctor my symptoms but felt completely ignored.,719907,1
Feeling Unheard,"I keep explaining my issue, but it's like I'm talking to myself.",925808,1
Feeling Unheard,My doctor dismissed my concerns outright.,365101,3
Feeling Unheard,Is anyone actually listening to patients here?,859939,5
Feeling Unheard,I told the doctor my symptoms but felt completely ignored.,892238,5
Feeling Unheard,"I had to repeat myself multiple times, and still nothing changed.",765195,3
Feeling Unheard,Why won't my doctor take my condition seriously?,736481,5
Feeling Unheard,Why won't my doctor take my condition seriously?,163268,2
Medication Problems,"This medicine caused issues, and I wasn't informed of possible side effects.",786395,3
Medication Problems,I had to wait days to resolve my medication issue.,812083,4
Medication Problems,Why is it so complicated to get my medication?,486693,1
Medication Problems,I can't seem to get my medication refilled easily.,335130,5
Medication Problems,"This medicine caused issues, and I wasn't informed of possible side effects.",725076,4
Medication Problems,I had to wait days to resolve my medication issue.,607474,4
Medication Problems,"I experienced side effects, and no one warned me about this medication.",268490,1
Medication Problems,Why is it so complicated to get my medication?,779633,2
Medication Problems,The pharmacy said my prescription was incorrect.,399219,1
Medication Problems,My prescription wasn't sent to the pharmacy on time.,897119,3
Medication Problems,I had to wait days to resolve my medication issue.,110693,2
Medication Problems,The doctor prescribed the wrong dosage.,538431,4
Medication Problems,I had to wait days to resolve my medication issue.,848754,1
Medication Problems,"This medicine caused issues, and I wasn't informed of possible side effects.",103587,1
Medication Problems,Why was I prescribed medication that I'm allergic to?,200357,3
Medication Problems,"This medicine caused issues, and I wasn't informed of possible side effects.",932953,3
Medication Problems,Why was I prescribed medication that I'm allergic to?,514208,1
Medication Problems,My prescription wasn't sent to the pharmacy on time.,745466,3
Medication Problems,Why was I prescribed medication that I'm allergic to?,425908,2
Medication Problems,The pharmacy said my prescription was incorrect.,947597,1
Medication Problems,"This medicine caused issues, and I wasn't informed of possible side effects.",160068,5
Medication Problems,The pharmacy said my prescription was incorrect.,124820,2
Medication Problems,Why is it so complicated to get my medication?,981761,3
Medication Problems,I received the wrong medication from your pharmacy.,949558,5
Medication Problems,Why is it so complicated to get my medication?,573176,4
Medication Problems,"I experienced side effects, and no one warned me about this medication.",159334,2
Medication Problems,Why is it so complicated to get my medication?,354416,1
Medication Problems,The doctor prescribed the wrong dosage.,522226,5
Medication Problems,Why is it so complicated to get my medication?,901966,2
Medication Problems,Why was I prescribed medication that I'm allergic to?,842319,2
Medication Problems,Why was I prescribed medication that I'm allergic to?,969808,1
Medication Problems,"This medicine caused issues, and I wasn't informed of possible side effects.",345278,3
Medication Problems,The pharmacy said my prescription was incorrect.,451058,5
Medication Problems,My prescription wasn't sent to the pharmacy on time.,371487,4
Medication Problems,I can't seem to get my medication refilled easily.,861716,2
Medication Problems,I had to wait days to resolve my medication issue.,510716,3
